A_team,B_team,A_score,B_score,A_standings,B_standings,season,target,total_goals,match_id,delta_score,delta_standings
Crotone,Roma,0,2,18,3,2017/2018,1,2,1402,-2,15
Lazio,Bologna,1,1,4,12,2017/2018,1,2,1403,0,-8
Napoli,Genoa,1,0,2,13,2017/2018,1,1,1404,1,-11
Sampdoria,Inter,0,5,7,5,2017/2018,1,5,1405,-5,2
Torino,Fiorentina,1,2,10,9,2017/2018,1,3,1406,-1,1
Verona,Atalanta,0,5,19,8,2017/2018,1,5,1407,-5,11
Atalanta,Udinese,2,0,7,12,2017/2018,1,2,1408,2,-5
Bologna,Roma,1,1,11,3,2017/2018,1,2,1409,0,8
Cagliari,Torino,0,4,14,10,2017/2018,1,4,1410,-4,4
Chievo,Sampdoria,2,1,16,8,2017/2018,1,3,1411,1,8
Fiorentina,Crotone,2,0,9,18,2017/2018,1,2,1412,2,-9
Genoa,SPAL 2013,1,1,13,17,2017/2018,1,2,1413,0,-4
Inter,Verona,3,0,4,19,2017/2018,1,3,1414,3,-15
Juventus,AC Milan,3,1,1,6,2017/2018,1,4,1415,2,-5
Sassuolo,Napoli,1,1,16,2,2017/2018,1,2,1416,0,14
Atalanta,Sampdoria,1,2,7,9,2017/2018,1,3,1417,-1,-2
Genoa,Cagliari,2,1,13,14,2017/2018,1,3,1418,1,-1
Udinese,Fiorentina,0,2,13,9,2017/2018,1,2,1419,-2,4
AC Milan,Inter,0,0,6,4,2017/2018,1,0,1420,0,2
Benevento,Verona,3,0,20,19,2017/2018,1,3,1421,3,1
Chievo,Sassuolo,1,1,15,16,2017/2018,1,2,1422,0,-1
Torino,Crotone,4,1,10,18,2017/2018,1,5,1423,3,-8
Benevento,Juventus,2,4,20,1,2017/2018,1,6,1424,-2,19
Roma,Fiorentina,0,2,3,8,2017/2018,1,2,1425,-2,-5
SPAL 2013,Atalanta,1,1,17,8,2017/2018,1,2,1426,0,9
Sampdoria,Genoa,0,0,9,12,2017/2018,1,0,1427,0,-3
AC Milan,Sassuolo,1,1,6,16,2017/2018,1,2,1428,0,-10
Crotone,Bologna,1,0,18,11,2017/2018,1,1,1429,1,7
Napoli,Chievo,2,1,2,15,2017/2018,1,3,1430,1,-13
Torino,Inter,1,0,10,4,2017/2018,1,1,1431,1,6
Udinese,Lazio,1,2,13,5,2017/2018,1,3,1432,-1,8
Verona,Cagliari,1,0,19,15,2017/2018,1,1,1433,1,4
Atalanta,Inter,0,0,8,5,2017/2018,1,0,1434,0,3
Cagliari,Udinese,2,1,16,13,2017/2018,1,3,1435,1,3
Chievo,Torino,0,0,16,10,2017/2018,1,0,1436,0,6
Genoa,Crotone,1,0,11,18,2017/2018,1,1,1437,1,-7
AC Milan,Napoli,0,0,6,2,2017/2018,1,0,1438,0,4
Bologna,Verona,2,0,12,19,2017/2018,1,2,1439,2,-7
Fiorentina,SPAL 2013,0,0,7,17,2017/2018,1,0,1440,0,-10
Juventus,Sampdoria,3,0,1,9,2017/2018,1,3,1441,3,-8
Lazio,Roma,0,0,3,5,2017/2018,1,0,1442,0,-2
Sassuolo,Benevento,2,2,16,20,2017/2018,1,4,1443,0,-4
Inter,Cagliari,4,0,5,14,2017/2018,1,4,1444,4,-9
Benevento,Atalanta,0,3,20,8,2017/2018,1,3,1445,-3,12
Crotone,Juventus,1,1,18,1,2017/2018,1,2,1446,0,17
Fiorentina,Lazio,3,4,8,4,2017/2018,1,7,1447,-1,4
Napoli,Udinese,4,2,2,13,2017/2018,1,6,1448,2,-11
Roma,Genoa,2,1,5,12,2017/2018,1,3,1449,1,-7
SPAL 2013,Chievo,0,0,17,16,2017/2018,1,0,1450,0,1
Sampdoria,Bologna,1,0,9,11,2017/2018,1,1,1451,1,-2
Torino,AC Milan,1,1,10,6,2017/2018,1,2,1452,0,4
Verona,Sassuolo,0,1,19,16,2017/2018,1,1,1453,-1,3
AC Milan,Benevento,0,1,6,20,2017/2018,1,1,1454,-1,-14
SPAL 2013,Roma,0,3,17,4,2017/2018,1,3,1455,-3,13
Sassuolo,Fiorentina,1,0,13,8,2017/2018,1,1,1456,1,5
Atalanta,Torino,2,1,7,10,2017/2018,1,3,1457,1,-3
Cagliari,Bologna,0,0,15,11,2017/2018,1,0,1458,0,4
Chievo,Inter,1,2,16,5,2017/2018,1,3,1459,-1,11
Juventus,Napoli,0,1,1,2,2017/2018,1,1,1460,-1,-1
Lazio,Sampdoria,4,0,5,9,2017/2018,1,4,1461,4,-4
Udinese,Crotone,1,2,14,18,2017/2018,1,3,1462,-1,-4
Genoa,Verona,3,1,12,19,2017/2018,1,4,1463,2,-7
Inter,Juventus,2,3,5,1,2017/2018,1,5,1464,-1,4
Roma,Chievo,4,1,4,16,2017/2018,1,5,1465,3,-12
Atalanta,Genoa,3,1,6,11,2017/2018,1,4,1466,2,-5
Benevento,Udinese,3,3,20,14,2017/2018,1,6,1467,0,6
Bologna,AC Milan,1,2,12,7,2017/2018,1,3,1468,-1,5
Crotone,Sassuolo,4,1,17,13,2017/2018,1,5,1469,3,4
Fiorentina,Napoli,3,0,8,2,2017/2018,1,3,1470,3,6
Sampdoria,Cagliari,4,1,9,16,2017/2018,1,5,1471,3,-7
Torino,Lazio,0,1,10,4,2017/2018,1,1,1472,-1,6
Verona,SPAL 2013,1,3,19,18,2017/2018,1,4,1473,-2,1
AC Milan,Verona,4,1,7,19,2017/2018,1,5,1474,3,-12
Juventus,Bologna,3,1,1,12,2017/2018,1,4,1475,2,-11
Cagliari,Roma,0,1,16,4,2017/2018,1,1,1476,-1,12
Chievo,Crotone,2,1,18,15,2017/2018,1,3,1477,1,3
Genoa,Fiorentina,2,3,11,8,2017/2018,1,5,1478,-1,3
Lazio,Atalanta,1,1,4,7,2017/2018,1,2,1479,0,-3
Napoli,Torino,2,2,2,10,2017/2018,1,4,1480,0,-8
SPAL 2013,Benevento,2,0,18,20,2017/2018,1,2,1481,2,-2
Sassuolo,Sampdoria,1,0,13,9,2017/2018,1,1,1482,1,4
Udinese,Inter,0,4,15,5,2017/2018,1,4,1483,-4,10
Benevento,Genoa,1,0,20,11,2017/2018,1,1,1484,1,9
Inter,Sassuolo,1,2,5,12,2017/2018,1,3,1485,-1,-7
Atalanta,AC Milan,1,1,7,6,2017/2018,1,2,1486,0,1
Bologna,Chievo,1,2,13,16,2017/2018,1,3,1487,-1,-3
Crotone,Lazio,2,2,17,4,2017/2018,1,4,1488,0,13
Fiorentina,Cagliari,0,1,8,18,2017/2018,1,1,1489,-1,-10
Roma,Juventus,0,0,3,1,2017/2018,1,0,1490,0,2
Sampdoria,Napoli,0,2,9,2,2017/2018,1,2,1491,-2,7
Torino,SPAL 2013,2,1,10,16,2017/2018,1,3,1492,1,-6
Verona,Udinese,0,1,19,18,2017/2018,1,1,1493,-1,1
Juventus,Verona,2,1,1,19,2017/2018,1,3,1494,1,-18
AC Milan,Fiorentina,5,1,6,8,2017/2018,1,6,1495,4,-2
Cagliari,Atalanta,1,0,16,7,2017/2018,1,1,1496,1,9
Chievo,Benevento,1,0,16,20,2017/2018,1,1,1497,1,-4
Genoa,Torino,1,2,12,10,2017/2018,1,3,1498,-1,2
Lazio,Inter,2,3,4,5,2017/2018,1,5,1499,-1,-1
Napoli,Crotone,2,1,2,18,2017/2018,1,3,1500,1,-16
SPAL 2013,Sampdoria,3,1,17,10,2017/2018,1,4,1501,2,7
Sassuolo,Roma,0,1,11,3,2017/2018,1,1,1502,-1,8
Udinese,Bologna,1,0,17,14,2017/2018,1,1,1503,1,3
Chievo,Juventus,2,3,5,11,2018/2019,1,5,1504,-1,-6
Lazio,Napoli,1,2,11,12,2018/2019,1,3,1505,-1,-1
Bologna,SPAL 2013,0,1,5,14,2018/2019,1,1,1506,-1,-9
Empoli,Cagliari,2,0,7,6,2018/2019,1,2,1507,2,1
Parma Calcio 1913,Udinese,2,2,11,16,2018/2019,1,4,1508,0,-5
Sassuolo,Inter,1,0,15,12,2018/2019,1,1,1509,1,3
Torino,Roma,0,1,15,13,2018/2019,1,1,1510,-1,2
Atalanta,Frosinone,4,0,10,12,2018/2019,1,4,1511,4,-2
Juventus,Lazio,2,0,3,17,2018/2019,1,2,1512,2,-14
Napoli,AC Milan,3,2,4,10,2018/2019,1,5,1513,1,-6
Cagliari,Sassuolo,2,2,18,7,2018/2019,1,4,1514,0,11
Fiorentina,Chievo,6,1,11,16,2018/2019,1,7,1515,5,-5
Frosinone,Bologna,0,0,19,15,2018/2019,1,0,1516,0,4
Genoa,Empoli,2,1,14,6,2018/2019,1,3,1517,1,8
Inter,Torino,2,2,17,18,2018/2019,1,4,1518,0,-1
SPAL 2013,Parma Calcio 1913,1,0,9,10,2018/2019,1,1,1519,1,-1
Udinese,Sampdoria,1,0,10,17,2018/2019,1,1,1520,1,-7
Roma,Atalanta,3,3,10,7,2018/2019,1,6,1521,0,3
AC Milan,Roma,2,1,17,5,2018/2019,1,3,1522,1,12
Bologna,Inter,0,3,12,13,2018/2019,1,3,1523,-3,-1
Parma Calcio 1913,Juventus,1,2,13,1,2018/2019,1,3,1524,-1,12
Atalanta,Cagliari,0,1,4,14,2018/2019,1,1,1525,-1,-10
Chievo,Empoli,0,0,20,11,2018/2019,1,0,1526,0,9
Fiorentina,Udinese,1,0,11,8,2018/2019,1,1,1527,1,3
Lazio,Frosinone,1,0,20,17,2018/2019,1,1,1528,1,3
Sampdoria,Napoli,3,0,20,3,2018/2019,1,3,1529,3,17
Torino,SPAL 2013,1,0,16,4,2018/2019,1,1,1530,1,12
Frosinone,Sampdoria,0,5,19,13,2018/2019,1,5,1531,-5,6
Inter,Parma Calcio 1913,0,1,8,17,2018/2019,1,1,1532,-1,-9
Napoli,Fiorentina,1,0,6,4,2018/2019,1,1,1533,1,2
Cagliari,AC Milan,1,1,13,15,2018/2019,1,2,1534,0,-2
Empoli,Lazio,0,1,9,17,2018/2019,1,1,1535,-1,-8
Genoa,Bologna,1,0,17,18,2018/2019,1,1,1536,1,-1
Juventus,Sassuolo,2,1,1,3,2018/2019,1,3,1537,1,-2
Roma,Chievo,2,2,14,19,2018/2019,1,4,1538,0,-5
Udinese,Torino,1,1,16,15,2018/2019,1,2,1539,0,1
SPAL 2013,Atalanta,2,0,6,13,2018/2019,1,2,1540,2,-7
Sampdoria,Fiorentina,1,1,5,6,2018/2019,1,2,1541,0,-1
Sassuolo,Empoli,3,1,6,16,2018/2019,1,4,1542,2,-10
Fiorentina,SPAL 2013,3,0,6,3,2018/2019,1,3,1543,3,3
Parma Calcio 1913,Cagliari,2,0,16,12,2018/2019,1,2,1544,2,4
Sampdoria,Inter,0,1,6,15,2018/2019,1,1,1545,-1,-9
AC Milan,Atalanta,2,2,16,15,2018/2019,1,4,1546,0,1
Bologna,Roma,2,0,19,13,2018/2019,1,2,1547,2,6
Chievo,Udinese,0,2,19,14,2018/2019,1,2,1548,-2,5
Frosinone,Juventus,0,2,20,1,2018/2019,1,2,1549,-2,19
Lazio,Genoa,4,1,11,10,2018/2019,1,5,1550,3,1
Torino,Napoli,1,3,14,5,2018/2019,1,4,1551,-2,9
Inter,Fiorentina,2,1,9,3,2018/2019,1,3,1552,1,6
Atalanta,Torino,0,0,12,15,2018/2019,1,0,1553,0,-3
Cagliari,Sampdoria,0,0,16,9,2018/2019,1,0,1554,0,7
Genoa,Chievo,2,0,14,19,2018/2019,1,2,1555,2,-5
Juventus,Bologna,2,0,1,18,2018/2019,1,2,1556,2,-17
Napoli,Parma Calcio 1913,3,0,2,11,2018/2019,1,3,1557,3,-9
Roma,Frosinone,4,0,16,20,2018/2019,1,4,1558,4,-4
Udinese,Lazio,1,2,11,6,2018/2019,1,3,1559,-1,5
Empoli,AC Milan,1,1,17,16,2018/2019,1,2,1560,0,1
SPAL 2013,Sassuolo,0,2,7,5,2018/2019,1,2,1561,-2,2
Inter,Cagliari,2,0,6,16,2018/2019,1,2,1562,2,-10
Juventus,Napoli,3,1,1,2,2018/2019,1,4,1563,2,-1
Roma,Lazio,3,1,10,5,2018/2019,1,4,1564,2,5
Bologna,Udinese,2,1,18,11,2018/2019,1,3,1565,1,7
Chievo,Torino,0,1,19,16,2018/2019,1,1,1566,-1,3
Fiorentina,Atalanta,2,0,7,15,2018/2019,1,2,1567,2,-8
Frosinone,Genoa,1,2,20,8,2018/2019,1,3,1568,-1,12
Parma Calcio 1913,Empoli,1,0,13,18,2018/2019,1,1,1569,1,-5
Sassuolo,AC Milan,1,4,4,15,2018/2019,1,5,1570,-3,-11
Sampdoria,SPAL 2013,2,1,13,12,2018/2019,1,3,1571,1,1
Torino,Frosinone,3,2,12,20,2018/2019,1,5,1572,1,-8
Cagliari,Bologna,2,0,17,15,2018/2019,1,2,1573,2,2
Empoli,Roma,0,2,18,10,2018/2019,1,2,1574,-2,8
Udinese,Juventus,0,2,15,1,2018/2019,1,2,1575,-2,14
AC Milan,Chievo,3,1,12,19,2018/2019,1,4,1576,2,-7
Atalanta,Sampdoria,0,1,17,11,2018/2019,1,1,1577,-1,6
Genoa,Parma Calcio 1913,1,3,10,12,2018/2019,1,4,1578,-2,-2
Lazio,Fiorentina,1,0,10,5,2018/2019,1,1,1579,1,5
Napoli,Sassuolo,2,0,2,8,2018/2019,1,2,1580,2,-6
SPAL 2013,Inter,1,2,14,7,2018/2019,1,3,1581,-1,7
Juventus,Genoa,1,1,1,12,2018/2019,1,2,1582,0,-11
Roma,SPAL 2013,0,2,6,14,2018/2019,1,2,1583,-2,-8
Udinese,Napoli,0,3,15,2,2018/2019,1,3,1584,-3,13
Bologna,Torino,2,2,16,12,2018/2019,1,4,1585,0,4
Chievo,Atalanta,1,5,19,17,2018/2019,1,6,1586,-4,2
Fiorentina,Cagliari,1,1,7,15,2018/2019,1,2,1587,0,-8
Frosinone,Empoli,3,3,20,18,2018/2019,1,6,1588,0,2
Inter,AC Milan,1,0,3,12,2018/2019,1,1,1589,1,-9
Parma Calcio 1913,Lazio,0,2,8,4,2018/2019,1,2,1590,-2,4
Sampdoria,Sassuolo,0,0,6,8,2018/2019,1,0,1591,0,-2
Atalanta,Parma Calcio 1913,3,0,15,10,2018/2019,1,3,1592,3,5
Empoli,Juventus,1,2,18,1,2018/2019,1,3,1593,-1,17
Torino,Fiorentina,1,1,9,6,2018/2019,1,2,1594,0,3
AC Milan,Sampdoria,3,2,13,6,2018/2019,1,5,1595,1,7
Cagliari,Chievo,2,1,15,19,2018/2019,1,3,1596,1,-4
Genoa,Udinese,2,2,12,16,2018/2019,1,4,1597,0,-4
Napoli,Roma,1,1,2,8,2018/2019,1,2,1598,0,-6
SPAL 2013,Frosinone,0,3,15,20,2018/2019,1,3,1599,-3,-5
Sassuolo,Bologna,2,2,9,17,2018/2019,1,4,1600,0,-8
Lazio,Inter,0,3,4,3,2018/2019,1,3,1601,-3,1
AC Milan,Genoa,2,1,7,11,2018/2019,1,3,1602,1,-4
Napoli,Empoli,5,1,3,18,2018/2019,1,6,1603,4,-15
Fiorentina,Roma,1,1,6,8,2018/2019,1,2,1604,0,-2
Inter,Genoa,5,0,3,11,2018/2019,1,5,1605,5,-8
Juventus,Cagliari,3,1,1,12,2018/2019,1,4,1606,2,-11
Bologna,Atalanta,1,2,17,14,2018/2019,1,3,1607,-1,3
Chievo,Sassuolo,0,2,20,10,2018/2019,1,2,1608,-2,10
Lazio,SPAL 2013,4,1,6,15,2018/2019,1,5,1609,3,-9
Parma Calcio 1913,Frosinone,0,0,14,19,2018/2019,1,0,1610,0,-5
Sampdoria,Torino,1,4,9,11,2018/2019,1,5,1611,-3,-2
Udinese,AC Milan,0,1,16,5,2018/2019,1,1,1612,-1,11
Frosinone,Fiorentina,1,1,19,8,2018/2019,1,2,1613,0,11
Genoa,Napoli,1,2,13,3,2018/2019,1,3,1614,-1,10
SPAL 2013,Cagliari,2,2,15,14,2018/2019,1,4,1615,0,1
Torino,Parma Calcio 1913,1,2,8,13,2018/2019,1,3,1616,-1,-5
AC Milan,Juventus,0,2,4,1,2018/2019,1,2,1617,-2,3
Atalanta,Inter,4,1,11,3,2018/2019,1,5,1618,3,8
Chievo,Bologna,2,2,20,17,2018/2019,1,4,1619,0,3
Empoli,Udinese,2,1,19,17,2018/2019,1,3,1620,1,2
Roma,Sampdoria,4,1,11,12,2018/2019,1,5,1621,3,-1
Sassuolo,Lazio,1,1,8,5,2018/2019,1,2,1622,0,3
Inter,Frosinone,3,0,3,19,2018/2019,1,3,1623,3,-16
Juventus,SPAL 2013,2,0,1,15,2018/2019,1,2,1624,2,-14
Udinese,Roma,1,0,17,6,2018/2019,1,1,1625,1,11
Bologna,Fiorentina,0,0,17,9,2018/2019,1,0,1626,0,8
Empoli,Atalanta,3,2,18,8,2018/2019,1,5,1627,1,10
Genoa,Sampdoria,1,1,14,12,2018/2019,1,2,1628,0,2
Lazio,AC Milan,1,1,4,5,2018/2019,1,2,1629,0,-1
Napoli,Chievo,0,0,3,20,2018/2019,1,0,1630,0,-17
Parma Calcio 1913,Sassuolo,2,1,11,7,2018/2019,1,3,1631,1,4
Cagliari,Torino,0,0,14,11,2018/2019,1,0,1632,0,3
Fiorentina,Juventus,0,3,10,1,2018/2019,1,3,1633,-3,9
SPAL 2013,Empoli,2,2,15,17,2018/2019,1,4,1634,0,-2
Sampdoria,Bologna,4,1,12,18,2018/2019,1,5,1635,3,-6
AC Milan,Parma Calcio 1913,2,1,5,6,2018/2019,1,3,1636,1,-1
Chievo,Lazio,1,1,20,5,2018/2019,1,2,1637,0,15
Frosinone,Cagliari,1,1,19,13,2018/2019,1,2,1638,0,6
Roma,Inter,2,2,7,3,2018/2019,1,4,1639,0,4
Sassuolo,Udinese,0,0,9,17,2018/2019,1,0,1640,0,-8
Torino,Genoa,2,1,12,14,2018/2019,1,3,1641,1,-2
Atalanta,Napoli,1,2,11,3,2018/2019,1,3,1642,-1,8
Juventus,Inter,1,0,1,3,2018/2019,1,1,1643,1,-2
Cagliari,Roma,2,2,13,7,2018/2019,1,4,1644,0,6
Lazio,Sampdoria,2,2,5,10,2018/2019,1,4,1645,0,-5
Napoli,Frosinone,4,0,2,19,2018/2019,1,4,1646,4,-17
AC Milan,Torino,0,0,4,7,2018/2019,1,0,1647,0,-3
Empoli,Bologna,2,1,17,18,2018/2019,1,3,1648,1,-1
Genoa,SPAL 2013,1,1,15,16,2018/2019,1,2,1649,0,-1
Parma Calcio 1913,Chievo,1,1,10,20,2018/2019,1,2,1650,0,-10
Sassuolo,Fiorentina,3,3,10,12,2018/2019,1,6,1651,0,-2
Udinese,Atalanta,1,3,17,12,2018/2019,1,4,1652,-2,5
Inter,Udinese,1,0,3,17,2018/2019,1,1,1653,1,-14
Torino,Juventus,0,1,6,1,2018/2019,1,1,1654,-1,5
Cagliari,Napoli,0,1,13,2,2018/2019,1,1,1655,-1,11
Fiorentina,Empoli,3,1,12,14,2018/2019,1,4,1656,2,-2
Frosinone,Sassuolo,0,2,19,10,2018/2019,1,2,1657,-2,9
Roma,Genoa,3,2,10,15,2018/2019,1,5,1658,1,-5
SPAL 2013,Chievo,0,0,16,20,2018/2019,1,0,1659,0,-4
Sampdoria,Parma Calcio 1913,2,0,12,11,2018/2019,1,2,1660,2,1
Atalanta,Lazio,1,0,11,5,2018/2019,1,1,1661,1,6
Bologna,AC Milan,0,0,18,4,2018/2019,1,0,1662,0,14
AC Milan,Fiorentina,0,1,4,10,2018/2019,1,1,1663,-1,-6
Chievo,Inter,1,1,20,3,2018/2019,1,2,1664,0,17
Empoli,Sampdoria,2,4,14,10,2018/2019,1,6,1665,-2,4
Genoa,Atalanta,3,1,16,8,2018/2019,1,4,1666,2,8
Juventus,Roma,1,0,1,9,2018/2019,1,1,1667,1,-8
Lazio,Cagliari,3,1,7,14,2018/2019,1,4,1668,2,-7
Napoli,SPAL 2013,1,0,2,15,2018/2019,1,1,1669,1,-13
Parma Calcio 1913,Bologna,0,0,12,18,2018/2019,1,0,1670,0,-6
Sassuolo,Torino,1,1,10,11,2018/2019,1,2,1671,0,-1
Udinese,Frosinone,1,1,17,20,2018/2019,1,2,1672,0,-3
Atalanta,Juventus,2,2,9,1,2018/2019,1,4,1673,0,8
Bologna,Lazio,0,2,18,4,2018/2019,1,2,1674,-2,14
Cagliari,Genoa,1,0,14,13,2018/2019,1,1,1675,1,1
Fiorentina,Parma Calcio 1913,0,1,8,12,2018/2019,1,1,1676,-1,-4
Frosinone,AC Milan,0,0,19,5,2018/2019,1,0,1677,0,14
Inter,Napoli,1,0,3,2,2018/2019,1,1,1678,1,1
Roma,Sassuolo,3,1,11,9,2018/2019,1,4,1679,2,2
SPAL 2013,Udinese,0,0,16,17,2018/2019,1,0,1680,0,-1
Sampdoria,Chievo,2,0,7,20,2018/2019,1,2,1681,2,-13
Torino,Empoli,3,0,12,16,2018/2019,1,3,1682,3,-4
AC Milan,SPAL 2013,2,1,6,15,2018/2019,1,3,1683,1,-9
Chievo,Frosinone,1,0,20,19,2018/2019,1,1,1684,1,1
Empoli,Inter,0,1,16,3,2018/2019,1,1,1685,-1,13
Genoa,Fiorentina,0,0,14,10,2018/2019,1,0,1686,0,4
Juventus,Sampdoria,2,1,1,6,2018/2019,1,3,1687,1,-5
Lazio,Torino,1,1,4,9,2018/2019,1,2,1688,0,-5
Napoli,Bologna,3,2,2,18,2018/2019,1,5,1689,1,-16
Parma Calcio 1913,Roma,0,2,12,7,2018/2019,1,2,1690,-2,5
Udinese,Cagliari,2,0,17,13,2018/2019,1,2,1691,2,4
Inter,Sassuolo,0,0,3,11,2018/2019,1,0,1692,0,-8
Roma,Torino,3,2,6,9,2018/2019,1,5,1693,1,-3
Udinese,Parma Calcio 1913,1,2,15,12,2018/2019,1,3,1694,-1,3
Cagliari,Empoli,2,2,13,17,2018/2019,1,4,1695,0,-4
Fiorentina,Sampdoria,3,3,11,7,2018/2019,1,6,1696,0,4
Frosinone,Atalanta,0,5,20,8,2018/2019,1,5,1697,-5,12
Napoli,Lazio,2,1,2,5,2018/2019,1,3,1698,1,-3
SPAL 2013,Bologna,1,1,16,18,2018/2019,1,2,1699,0,-2
Genoa,AC Milan,0,2,14,7,2018/2019,1,2,1700,-2,7
Juventus,Chievo,3,0,1,19,2018/2019,1,3,1701,3,-18
AC Milan,Napoli,0,0,4,2,2018/2019,1,0,1702,0,2
Sampdoria,Udinese,4,0,8,15,2018/2019,1,4,1703,4,-7
Sassuolo,Cagliari,3,0,12,13,2018/2019,1,3,1704,3,-1
Atalanta,Roma,3,3,8,6,2018/2019,1,6,1705,0,2
Bologna,Frosinone,0,4,18,20,2018/2019,1,4,1706,-4,-2
Chievo,Fiorentina,3,4,20,11,2018/2019,1,7,1707,-1,9
Lazio,Juventus,1,2,8,1,2018/2019,1,3,1708,-1,7
Parma Calcio 1913,SPAL 2013,2,3,11,15,2018/2019,1,5,1709,-1,-4
Torino,Inter,1,0,12,3,2018/2019,1,1,1710,1,9
Empoli,Genoa,1,3,17,15,2018/2019,1,4,1711,-2,2
Empoli,Chievo,2,2,17,20,2018/2019,1,4,1712,0,-3
Juventus,Parma Calcio 1913,3,3,1,12,2018/2019,1,6,1713,0,-11
Napoli,Sampdoria,3,0,2,6,2018/2019,1,3,1714,3,-4
Genoa,Sassuolo,1,1,13,11,2018/2019,1,2,1715,0,2
Inter,Bologna,0,1,3,18,2018/2019,1,1,1716,-1,-15
Roma,AC Milan,1,1,5,4,2018/2019,1,2,1717,0,1
SPAL 2013,Torino,0,0,15,10,2018/2019,1,0,1718,0,5
Udinese,Fiorentina,1,1,16,10,2018/2019,1,2,1719,0,6
Cagliari,Atalanta,0,1,15,7,2018/2019,1,1,1720,-1,8
Frosinone,Lazio,0,1,19,8,2018/2019,1,1,1721,-1,11
Lazio,Empoli,1,0,7,17,2018/2019,1,1,1722,1,-10
Chievo,Roma,0,3,20,7,2018/2019,1,3,1723,-3,13
Fiorentina,Napoli,0,0,9,2,2018/2019,1,0,1724,0,7
Parma Calcio 1913,Inter,0,1,12,3,2018/2019,1,1,1725,-1,9
AC Milan,Cagliari,3,0,6,15,2018/2019,1,3,1726,3,-9
Atalanta,SPAL 2013,2,1,7,14,2018/2019,1,3,1727,1,-7
Bologna,Genoa,1,1,18,13,2018/2019,1,2,1728,0,5
Sampdoria,Frosinone,0,1,8,19,2018/2019,1,1,1729,-1,-11
Sassuolo,Juventus,0,3,11,1,2018/2019,1,3,1730,-3,10
Torino,Udinese,1,0,10,16,2018/2019,1,1,1731,1,-6
Juventus,Frosinone,3,0,1,19,2018/2019,1,3,1732,3,-18
Atalanta,AC Milan,1,3,5,4,2018/2019,1,4,1733,-2,1
Cagliari,Parma Calcio 1913,2,1,15,12,2018/2019,1,3,1734,1,3
Empoli,Sassuolo,3,0,18,11,2018/2019,1,3,1735,3,7
Genoa,Lazio,2,1,13,7,2018/2019,1,3,1736,1,6
Inter,Sampdoria,2,1,3,9,2018/2019,1,3,1737,1,-6
Napoli,Torino,0,0,2,8,2018/2019,1,0,1738,0,-6
SPAL 2013,Fiorentina,1,4,15,10,2018/2019,1,5,1739,-3,5
Udinese,Chievo,1,0,17,20,2018/2019,1,1,1740,1,-3
Roma,Bologna,2,1,6,18,2018/2019,1,3,1741,1,-12
AC Milan,Empoli,3,0,4,17,2018/2019,1,3,1742,3,-13
Frosinone,Roma,2,3,19,5,2018/2019,1,5,1743,-1,14
Torino,Atalanta,2,0,9,6,2018/2019,1,2,1744,2,3
Bologna,Juventus,0,1,18,1,2018/2019,1,1,1745,-1,17
Chievo,Genoa,0,0,20,13,2018/2019,1,0,1746,0,7
Fiorentina,Inter,3,3,9,3,2018/2019,1,6,1747,0,6
Parma Calcio 1913,Napoli,0,4,12,2,2018/2019,1,4,1748,-4,10
Sampdoria,Cagliari,1,0,10,14,2018/2019,1,1,1749,1,-4
Sassuolo,SPAL 2013,1,1,11,16,2018/2019,1,2,1750,0,-5
Cagliari,Inter,2,1,14,3,2018/2019,1,3,1751,1,11
AC Milan,Sassuolo,1,0,4,11,2018/2019,1,1,1752,1,-7
Empoli,Parma Calcio 1913,3,3,17,13,2018/2019,1,6,1753,0,4
Lazio,Roma,3,0,8,5,2018/2019,1,3,1754,3,3
Atalanta,Fiorentina,3,1,7,9,2018/2019,1,4,1755,2,-2
Genoa,Frosinone,0,0,13,19,2018/2019,1,0,1756,0,-6
Napoli,Juventus,1,2,2,1,2018/2019,1,3,1757,-1,1
SPAL 2013,Sampdoria,1,2,15,10,2018/2019,1,3,1758,-1,5
Torino,Chievo,3,0,9,20,2018/2019,1,3,1759,3,-11
Udinese,Bologna,2,1,16,18,2018/2019,1,3,1760,1,-2
Juventus,Udinese,4,1,1,15,2018/2019,1,5,1761,3,-14
Chievo,AC Milan,1,2,20,3,2018/2019,1,3,1762,-1,17
Parma Calcio 1913,Genoa,1,0,13,12,2018/2019,1,1,1763,1,1
Bologna,Cagliari,2,0,18,14,2018/2019,1,2,1764,2,4
Fiorentina,Lazio,1,1,10,8,2018/2019,1,2,1765,0,2
Frosinone,Torino,1,2,19,8,2018/2019,1,3,1766,-1,11
Inter,SPAL 2013,2,0,4,16,2018/2019,1,2,1767,2,-12
Sampdoria,Atalanta,1,2,9,8,2018/2019,1,3,1768,-1,1
Sassuolo,Napoli,1,1,12,2,2018/2019,1,2,1769,0,10
Roma,Empoli,2,1,6,17,2018/2019,1,3,1770,1,-11
Cagliari,Fiorentina,2,1,14,10,2018/2019,1,3,1771,1,4
SPAL 2013,Roma,2,1,16,5,2018/2019,1,3,1772,1,11
Torino,Bologna,2,3,7,18,2018/2019,1,5,1773,-1,-11
AC Milan,Inter,2,3,3,4,2018/2019,1,5,1774,-1,-1
Atalanta,Chievo,1,1,6,20,2018/2019,1,2,1775,0,-14
Empoli,Frosinone,2,1,18,19,2018/2019,1,3,1776,1,-1
